A nu errnu
86 0.483 0.063
88 0.895 0.056
91 0.979 0.0
93 1.126 0.0
96 1.217 0.0
101 1.204 0.0
103 1.414 0.0
106 1.532 0.0
108 1.798 0.0
111 2.001 0.0
113 2.294 0.0
116 2.483 0.0
118 3.167 0.063
121 2.916 0.063
131 0.712 0.0
133 0.88 0.0
136 1.061 0.0
141 1.585 0.0
146 2.068 0.0
148 2.424 0.0
151 2.578 0.0
153 2.78 0.0
156 3.011 0.063
158 2.983 0.077
161 3.347 0.133
