A nu errnu
85 0.74 0.17
87 1.0 0.13
90 1.16 0.0
93 1.38 0.0
95 1.43 0.0
98 1.32 0.0
101 1.3 0.0
104 1.43 0.0
106 1.68 0.0
109 2.03 0.0
111 2.34 0.0
114 2.78 0.0
117 3.12 0.0
119 3.98 0.12
121 4.14 0.17
126 1.7 0.0
132 0.75 0.0
134 1.05 0.0
137 1.44 0.0
140 1.52 0.0
142 1.7 0.0
145 1.76 0.0
147 1.95 0.0
152 2.52 0.0
155 2.66 0.0
158 3.24 0.14
161 3.75 0.24
164 3.84 0.38
